label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
pataaka,0.786985456943512,0.8378521800041199,1.5475593784231023e-07,0.7398545742034912,0.7649528384208679,-0.029577448964118958,0.7198893427848816,0.6517056822776794,-0.04518836364150047,0.7218076586723328,0.5667980313301086,-0.059621427208185196,0.7141561508178711,0.4977932870388031,-0.07299596816301346,0.7793998718261719,0.5212575793266296,-0.01706506311893463,0.7974990010261536,0.4158034324645996,-0.03845759853720665,0.8126943111419678,0.3510422110557556,-0.05850837007164955,0.8269219994544983,0.29617223143577576,-0.07373640686273575,0.8150433301925659,0.5295347571372986,-0.018905557692050934,0.8340365886688232,0.41630029678344727,-0.03687039390206337,0.8462137579917908,0.3463183641433716,-0.0531674325466156,0.8581634759902954,0.2840431332588196,-0.06554404646158218,0.8460065126419067,0.5573354959487915,-0.025737818330526352,0.8655005693435669,0.44999581575393677,-0.04359288141131401,0.8767584562301636,0.38366103172302246,-0.053519416600465775,0.8860110640525818,0.3249858021736145,-0.060434818267822266,0.8745924234390259,0.6052877306938171,-0.03630876541137695,0.8974416255950928,0.5241880416870117,-0.04992106184363365,0.9092308282852173,0.4770899713039398,-0.05402350053191185,0.9183445572853088,0.43338221311569214,-0.057055890560150146
pataaka,0.7262347340583801,0.7467407584190369,2.0690242763521383e-07,0.6693162322044373,0.7010146379470825,-0.019999539479613304,0.6364005208015442,0.5972493290901184,-0.02579314075410366,0.6280106902122498,0.5099707245826721,-0.030459286645054817,0.6150490045547485,0.45012205839157104,-0.03380218520760536,0.6782005429267883,0.48532819747924805,-0.006512402556836605,0.6828776001930237,0.3882639706134796,-0.018080106005072594,0.688715934753418,0.32466503977775574,-0.029543956741690636,0.692184329032898,0.27173128724098206,-0.03890965133905411,0.7116411328315735,0.4812253415584564,-0.007043543271720409,0.7148316502571106,0.37920746207237244,-0.016684435307979584,0.7172088623046875,0.31497135758399963,-0.027333015576004982,0.7187832593917847,0.25980061292648315,-0.03541223332285881,0.7439894676208496,0.4982410669326782,-0.011225197464227676,0.7475775480270386,0.400442510843277,-0.022759437561035156,0.7492803335189819,0.33806315064430237,-0.03182809799909592,0.749245285987854,0.2858685255050659,-0.03808426111936569,0.776841402053833,0.5351475477218628,-0.01780441217124462,0.795534610748291,0.4723341464996338,-0.02811489626765251,0.8070641756057739,0.4305865466594696,-0.03402319550514221,0.8158406019210815,0.3936518132686615,-0.03800711780786514
pataaka,0.6614426970481873,0.7148033976554871,2.236464666793836e-07,0.6032496690750122,0.6740299463272095,-0.02725028246641159,0.5623276233673096,0.5862494111061096,-0.03891722857952118,0.5420022010803223,0.4988521337509155,-0.047963764518499374,0.5276347398757935,0.4292800724506378,-0.054983530193567276,0.5988996028900146,0.4542258083820343,-0.012864196673035622,0.5957740545272827,0.3529154360294342,-0.02819269336760044,0.5970889925956726,0.2910943925380707,-0.043343279510736465,0.5989429354667664,0.2380654513835907,-0.05461188778281212,0.6328898072242737,0.4449639916419983,-0.009737935848534107,0.6313013434410095,0.33944013714790344,-0.020064983516931534,0.6302056312561035,0.275613397359848,-0.03141789510846138,0.6281420588493347,0.2212628573179245,-0.04018191620707512,0.6665641665458679,0.4573637545108795,-0.01097851525992155,0.6662338972091675,0.35970965027809143,-0.021417129784822464,0.6640676856040955,0.3035270869731903,-0.029713302850723267,0.6593873500823975,0.25780099630355835,-0.03562355414032936,0.7017294764518738,0.48876675963401794,-0.01540262158960104,0.7130092978477478,0.4189578890800476,-0.024292167276144028,0.7172753810882568,0.3757930397987366,-0.02909610979259014,0.7197375297546387,0.33934614062309265,-0.03219330683350563
pataaka,0.6104466915130615,0.7009538412094116,1.6507806321897078e-07,0.5464462041854858,0.6585003733634949,-0.023352770134806633,0.5013189315795898,0.570386528968811,-0.032048530876636505,0.47690263390541077,0.48110392689704895,-0.039010923355817795,0.45344963669776917,0.41583237051963806,-0.04418602213263512,0.5446122288703918,0.4286341965198517,-0.0026278116274625063,0.5353735089302063,0.3249727487564087,-0.010119395330548286,0.533062756061554,0.2651869058609009,-0.020930077880620956,0.5318059921264648,0.21320663392543793,-0.030286692082881927,0.579384982585907,0.41454610228538513,-0.0007593753980472684,0.5707271695137024,0.30498412251472473,-0.00405256450176239,0.5666812062263489,0.2384943813085556,-0.012810436077415943,0.563145101070404,0.18454419076442719,-0.021047286689281464,0.6134952306747437,0.4254184663295746,-0.0032805809751152992,0.6079720258712769,0.3278878331184387,-0.008850968442857265,0.6029324531555176,0.2727128267288208,-0.017171652987599373,0.5968180298805237,0.22542980313301086,-0.02430206723511219,0.649246335029602,0.4541807174682617,-0.008847830817103386,0.6568011045455933,0.38199594616889954,-0.014142774045467377,0.6583043932914734,0.33831021189689636,-0.018583528697490692,0.6590704917907715,0.29824283719062805,-0.022492418065667152
pataaka,0.6009979844093323,0.728012204170227,2.241105079292538e-07,0.5332267880439758,0.6878886818885803,-0.02722248062491417,0.48707157373428345,0.5971430540084839,-0.035144392400979996,0.45889267325401306,0.503465473651886,-0.04047057405114174,0.4293191432952881,0.43957245349884033,-0.04372956603765488,0.5278142690658569,0.4487399458885193,0.0028526962269097567,0.5178459286689758,0.3407013714313507,-4.6077202568994835e-05,0.5154739618301392,0.27997511625289917,-0.009159883484244347,0.5144290328025818,0.22490939497947693,-0.018039003014564514,0.5639880895614624,0.43361666798591614,0.007985862903296947,0.5542263984680176,0.3206872344017029,0.011191383935511112,0.5497907996177673,0.2517860531806946,0.0049793291836977005,0.5442905426025391,0.19591274857521057,-0.0022475309669971466,0.5989652276039124,0.4440627694129944,0.007913335226476192,0.5923791527748108,0.34510332345962524,0.008085166104137897,0.5875989198684692,0.2872982621192932,0.0016299645649269223,0.581365704536438,0.23577214777469635,-0.005164940841495991,0.6363027095794678,0.4721367359161377,0.004020126536488533,0.6397123336791992,0.3972459137439728,0.0031756795942783356,0.6398823857307434,0.35368841886520386,0.0005998440901748836,0.6410941481590271,0.31199514865875244,-0.002743671415373683
pataaka,0.6015867590904236,0.7331199049949646,2.6549355425231624e-07,0.5332925319671631,0.6982299089431763,-0.025117401033639908,0.48545223474502563,0.6149102449417114,-0.032533928751945496,0.4519125819206238,0.5342167019844055,-0.037532176822423935,0.41994521021842957,0.4845791459083557,-0.04079524055123329,0.5275725722312927,0.46143075823783875,0.002569769276306033,0.5191766023635864,0.35386934876441956,0.0005872459150850773,0.5175971984863281,0.2931143045425415,-0.008091392926871777,0.51662278175354,0.2389129251241684,-0.016531111672520638,0.5640118718147278,0.4464196264743805,0.007350508123636246,0.5552918910980225,0.3350646495819092,0.01225854642689228,0.5510014891624451,0.2666773200035095,0.006682518869638443,0.5449267625808716,0.21029841899871826,-0.00017938822566065937,0.5990852117538452,0.4551451802253723,0.007348513230681419,0.5917115807533264,0.35727572441101074,0.009668760932981968,0.5864840149879456,0.29972851276397705,0.003143694018945098,0.5795096755027771,0.2490265816450119,-0.0038391302805393934,0.6356434226036072,0.4804888367652893,0.003697772044688463,0.6361136436462402,0.4044245481491089,0.00473374966531992,0.6340941786766052,0.36165139079093933,0.0027073612436652184,0.6332035064697266,0.32081717252731323,-0.00029444333631545305
pataaka,0.6010711193084717,0.7544777393341064,2.1670739158707875e-07,0.5336050987243652,0.7146764397621155,-0.024226997047662735,0.4863135814666748,0.6283141374588013,-0.03134557232260704,0.4531002938747406,0.546899676322937,-0.037014830857515335,0.42290037870407104,0.495677649974823,-0.0408928319811821,0.5297521352767944,0.4739547371864319,0.006096142344176769,0.5242694020271301,0.3702465295791626,0.0037606062833219767,0.5227756500244141,0.3128889799118042,-0.004999661818146706,0.5218850374221802,0.2610577344894409,-0.013369057327508926,0.564399003982544,0.460446834564209,0.010180224664509296,0.5588464140892029,0.34928715229034424,0.01471228152513504,0.5553607940673828,0.28215640783309937,0.009983903728425503,0.5499480962753296,0.22673451900482178,0.003841048339381814,0.5982862710952759,0.4707869589328766,0.009048708714544773,0.5927149653434753,0.37016037106513977,0.010838731192052364,0.5876900553703308,0.3135565519332886,0.005019781179726124,0.5808472633361816,0.2649186849594116,-0.001179532497189939,0.6341688632965088,0.49949750304222107,0.004121991340070963,0.6355437636375427,0.420427143573761,0.004727482330054045,0.633123517036438,0.37597838044166565,0.002625004155561328,0.6312196850776672,0.3350023031234741,-0.0002442859986331314
pataaka,0.60065758228302,0.7549923062324524,2.494323041446478e-07,0.5321923494338989,0.7175463438034058,-0.02457263320684433,0.483071893453598,0.6371045708656311,-0.03455626964569092,0.44999977946281433,0.5594357252120972,-0.042960431426763535,0.41858023405075073,0.5076044797897339,-0.04998185485601425,0.5296096205711365,0.4833400249481201,-0.002642817096784711,0.5236219763755798,0.3781103789806366,-0.007470252458006144,0.5228333473205566,0.31965872645378113,-0.016988670453429222,0.5226181149482727,0.26801782846450806,-0.02591046690940857,0.5646300911903381,0.4690556526184082,-0.00019818633154500276,0.5576053261756897,0.3559044897556305,-0.0005298791802488267,0.5536651611328125,0.28602689504623413,-0.008701249025762081,0.5489728450775146,0.22918829321861267,-0.01705840602517128,0.5993068814277649,0.4791586399078369,-0.0022112710867077112,0.5930173397064209,0.37633439898490906,-0.0050034550949931145,0.588064968585968,0.3162166476249695,-0.01479443907737732,0.5812525749206543,0.2653988003730774,-0.023625604808330536,0.635068416595459,0.507461428642273,-0.007497299462556839,0.6387853026390076,0.4306749105453491,-0.011034920811653137,0.6383554339408875,0.3848491609096527,-0.016350118443369865,0.6375884413719177,0.34261274337768555,-0.021384477615356445
pataaka,0.5998702645301819,0.7599657773971558,2.5863715791274444e-07,0.5342119336128235,0.7226111888885498,-0.02627878449857235,0.4843413829803467,0.6442782878875732,-0.036369841545820236,0.4471392035484314,0.5722629427909851,-0.04498743638396263,0.4168139100074768,0.522502601146698,-0.05250868201255798,0.5293225049972534,0.48797914385795593,-0.003154114354401827,0.5250500440597534,0.3831762969493866,-0.009930871427059174,0.5254117250442505,0.3218644857406616,-0.020685363560914993,0.5267871618270874,0.26728928089141846,-0.03023562952876091,0.5659036636352539,0.47383326292037964,-0.000749126193113625,0.5618161559104919,0.35765987634658813,-0.0024511320516467094,0.5603357553482056,0.28372427821159363,-0.011005199514329433,0.5583088397979736,0.2248612642288208,-0.019577546045184135,0.6008292436599731,0.48590466380119324,-0.0033852176275104284,0.6031498908996582,0.3911789357662201,-0.008507933467626572,0.6037688851356506,0.33884429931640625,-0.01842600665986538,0.6029272079467773,0.2908957600593567,-0.026575967669487,0.6358887553215027,0.5151941776275635,-0.009472697973251343,0.6468788981437683,0.4415320158004761,-0.014404360204935074,0.6519142389297485,0.3976621627807617,-0.01956099644303322,0.6570807099342346,0.35329708456993103,-0.024423472583293915
pataaka,0.6054808497428894,0.7627960443496704,3.48507796843478e-07,0.5382040143013,0.7248042821884155,-0.028984472155570984,0.4887482225894928,0.6441226005554199,-0.04045863449573517,0.4516173005104065,0.5709639191627502,-0.05016901716589928,0.4208410382270813,0.519540011882782,-0.05813048034906387,0.5351319909095764,0.4884476661682129,-0.006537141744047403,0.5330275297164917,0.3823639750480652,-0.015518860891461372,0.5345559120178223,0.32105425000190735,-0.02639172598719597,0.5381704568862915,0.2667979598045349,-0.03466920554637909,0.5721905827522278,0.4752308428287506,-0.0028744295705109835,0.5712559819221497,0.3597338795661926,-0.0061661419458687305,0.5729658603668213,0.2815612852573395,-0.013277904130518436,0.5728643536567688,0.220042884349823,-0.019075172021985054,0.6076250076293945,0.4893248379230499,-0.0045562321320176125,0.6104224324226379,0.39829179644584656,-0.012956125661730766,0.6108938455581665,0.3659779727458954,-0.020209068432450294,0.608599841594696,0.3379907011985779,-0.023225300014019012,0.6423876285552979,0.5195807814598083,-0.009814632125198841,0.6533784866333008,0.4409419894218445,-0.01702839694917202,0.6594550609588623,0.39703404903411865,-0.02082844264805317,0.6651859283447266,0.35403087735176086,-0.02235991880297661
